term,best_rank,worst_rank,median_rank,months_present,first_month,last_month,trend_ratio,is_category
light up christmas earrings,141360.0,141360.0,141360.0,1,2025-12,2025-12,,True
ring measuring tool,141663.0,185174.0,180752.0,4,2025-09,2025-12,,True
ring con,141801.0,170173.0,155987.0,2,2025-11,2025-12,,True
brooches,141962.0,197658.0,171226.5,4,2025-09,2025-12,,True
girl bracelets,142295.0,142295.0,142295.0,1,2025-12,2025-12,,True
bracelet sets for women,142349.0,142349.0,142349.0,1,2025-12,2025-12,,True
kids rings for girls,142617.0,185693.0,164155.0,2,2025-11,2025-12,,True
charms for crafts,142865.0,178177.0,161641.5,8,2025-05,2025-12,0.9070028673623223,True
december birthstone earrings,142926.0,142926.0,142926.0,1,2025-12,2025-12,,True
journal charms,143032.0,143032.0,143032.0,1,2025-12,2025-12,,True
champagne earrings,143223.0,143223.0,143223.0,1,2025-12,2025-12,,True
owala charms,143284.0,143284.0,143284.0,1,2025-12,2025-12,,True
beaded bracelet making kit,143355.0,143355.0,143355.0,1,2025-12,2025-12,,True
snowman earrings for women,143446.0,143446.0,143446.0,1,2025-12,2025-12,,True
money in the bank ring,143507.0,150617.0,147062.0,2,2025-11,2025-12,,True
sterling silver initial necklace,143637.0,143637.0,143637.0,1,2025-12,2025-12,,True
red bow earrings,143973.0,143973.0,143973.0,1,2025-12,2025-12,,True
boys gold chain,144462.0,144462.0,144462.0,1,2025-12,2025-12,,True
christmas brooches,144788.0,169664.0,157226.0,2,2025-11,2025-12,,True
bracelets for boys,145247.0,145247.0,145247.0,1,2025-12,2025-12,,True
necklace gift box for women,145372.0,145372.0,145372.0,1,2025-12,2025-12,,True
e newton bracelets,145858.0,175290.0,160574.0,2,2025-11,2025-12,,True
rings set,146041.0,193895.0,175388.0,7,2025-06,2025-12,1.1686144907450593,True
women's brooches & pins,146254.0,166244.0,146775.5,4,2025-09,2025-12,,True
custom bracelet for women,146602.0,146602.0,146602.0,1,2025-12,2025-12,,True
new year earrings,146790.0,146790.0,146790.0,1,2025-12,2025-12,,True
earrings sterling silver,146851.0,187430.0,167140.5,2,2025-11,2025-12,,True
bracelet for girls,147111.0,147111.0,147111.0,1,2025-12,2025-12,,True
ridge ring,147158.0,173047.0,166448.0,3,2025-10,2025-12,,True
stranger things croc charms,147365.0,147365.0,147365.0,1,2025-12,2025-12,,True
christmas earring,148006.0,148006.0,148006.0,1,2025-12,2025-12,,True
christmas wine glass charms,148143.0,148143.0,148143.0,1,2025-12,2025-12,,True
hoop earrings set,148143.0,191204.0,171023.5,6,2025-07,2025-12,0.780312623144621,True
earring tree,148282.0,156393.0,152337.5,2,2025-11,2025-12,,True
snowflake nail charms,148282.0,148282.0,148282.0,1,2025-12,2025-12,,True
charms for purses,148282.0,148282.0,148282.0,1,2025-12,2025-12,,True
m necklace gold,148753.0,198793.0,173773.0,2,2025-11,2025-12,,True
mint and lily bracelets for women,149092.0,191493.0,170292.5,2,2025-11,2025-12,,True
soccer necklace,149207.0,179806.0,164506.5,2,2025-11,2025-12,,True
girls jewelry set,149207.0,149207.0,149207.0,1,2025-12,2025-12,,True
play jewelry for girls 4-6,149322.0,181312.0,165317.0,2,2025-11,2025-12,,True
snoopy earrings,149446.0,149446.0,149446.0,1,2025-12,2025-12,,True
christmas bow earrings for women,149823.0,149823.0,149823.0,1,2025-12,2025-12,,True
orthodox cross necklace,149842.0,190312.0,181043.5,4,2025-09,2025-12,,True
girls necklaces ages 6-8,150399.0,150399.0,150399.0,1,2025-12,2025-12,,True
girl earrings,150863.0,150863.0,150863.0,1,2025-12,2025-12,,True
wallet with chain for men,150995.0,150995.0,150995.0,1,2025-12,2025-12,,True
jewelry earrings,151295.0,157586.0,154440.5,2,2025-11,2025-12,,True
g necklace,151913.0,151913.0,151913.0,1,2025-12,2025-12,,True
son bracelet,152111.0,152111.0,152111.0,1,2025-12,2025-12,,True
tosy flying ring,152293.0,152293.0,152293.0,1,2025-12,2025-12,,True
tap to pray bracelet,152573.0,152573.0,152573.0,1,2025-12,2025-12,,True
snoopy jewelry,152724.0,152724.0,152724.0,1,2025-12,2025-12,,True
play jewelry for girls 2-3,152918.0,157188.0,155053.0,2,2025-11,2025-12,,True
diamond tennis bracelet,152918.0,152918.0,152918.0,1,2025-12,2025-12,,True
necklace for teen girls,153344.0,153344.0,153344.0,1,2025-12,2025-12,,True
necklace and earring set,153479.0,153479.0,153479.0,1,2025-12,2025-12,,True
to my son bracelet,153479.0,153479.0,153479.0,1,2025-12,2025-12,,True
ring box with light,153677.0,153677.0,153677.0,1,2025-12,2025-12,,True
women's promise rings,153677.0,193782.0,192180.0,4,2025-09,2025-12,,True
boys jewelry,153677.0,153677.0,153677.0,1,2025-12,2025-12,,True
ardant stay close hoops,154025.0,174839.0,164432.0,2,2025-11,2025-12,,True
wooden jewelry box for women,154409.0,154409.0,154409.0,1,2025-12,2025-12,,True
rotator cuff surgery must haves,154536.0,197936.0,195391.0,5,2025-08,2025-12,,True
cat jewelry for women,154562.0,154562.0,154562.0,1,2025-12,2025-12,,True
napkin rings christmas,154770.0,154770.0,154770.0,1,2025-12,2025-12,,True
jewelry towers,154989.0,182230.0,168609.5,2,2025-11,2025-12,,True
birthstone earrings for women,155275.0,155275.0,155275.0,1,2025-12,2025-12,,True
grandma necklaces for women,155619.0,155619.0,155619.0,1,2025-12,2025-12,,True
black jewelry box,155757.0,155757.0,155757.0,1,2025-12,2025-12,,True
jaxxon chain,155806.0,155806.0,155806.0,1,2025-12,2025-12,,True
hello kitty jewelry box,156004.0,156004.0,156004.0,1,2025-12,2025-12,,True
ruby necklace,156239.0,156239.0,156239.0,1,2025-12,2025-12,,True
sonic jewelry cleaner,156321.0,197512.0,164524.0,3,2025-10,2025-12,,True
jewelry making findings,156488.0,187520.0,168492.0,4,2025-09,2025-12,,True
real gold necklace,156630.0,156630.0,156630.0,1,2025-12,2025-12,,True
cat jewelry,156995.0,156995.0,156995.0,1,2025-12,2025-12,,True
christmas light up necklaces,157057.0,157057.0,157057.0,1,2025-12,2025-12,,True
mom necklace with kids names,157122.0,157122.0,157122.0,1,2025-12,2025-12,,True
initial necklace silver,157352.0,157352.0,157352.0,1,2025-12,2025-12,,True
women's necklace,157499.0,157499.0,157499.0,1,2025-12,2025-12,,True
velvet jewelry box,157499.0,157499.0,157499.0,1,2025-12,2025-12,,True
jewelry plate,157660.0,195626.0,176643.0,2,2025-11,2025-12,,True
birthstone month chart,157743.0,157743.0,157743.0,1,2025-12,2025-12,,True
pandora bracelet gold,157889.0,157889.0,157889.0,1,2025-12,2025-12,,True
jewelry holder dish,157965.0,157965.0,157965.0,1,2025-12,2025-12,,True
teen jewelry box,158425.0,158425.0,158425.0,1,2025-12,2025-12,,True
jewelry box large,158471.0,159548.0,159009.5,2,2025-11,2025-12,,True
nutcracker earrings for women,158851.0,198437.0,178644.0,2,2025-11,2025-12,,True
bracelet for son,159220.0,159220.0,159220.0,1,2025-12,2025-12,,True
earring organizer box,159380.0,184447.0,171913.5,2,2025-11,2025-12,,True
cat ring,159380.0,159380.0,159380.0,1,2025-12,2025-12,,True
clay bead bracelet kit,159629.0,164103.0,161866.0,2,2025-11,2025-12,,True
mini portable jewelry box,159692.0,159692.0,159692.0,1,2025-12,2025-12,,True
girl necklace,159692.0,159692.0,159692.0,1,2025-12,2025-12,,True
14k gold ring,159692.0,159692.0,159692.0,1,2025-12,2025-12,,True
evil eye jewelry,159770.0,159770.0,159770.0,1,2025-12,2025-12,,True
mens wallet with chain,159824.0,159824.0,159824.0,1,2025-12,2025-12,,True
burgundy earrings,159952.0,169200.0,162804.0,4,2025-09,2025-12,,True
vayro ring for women,160031.0,187392.0,161781.0,3,2025-10,2025-12,,True
happy new year earrings,160403.0,160403.0,160403.0,1,2025-12,2025-12,,True
christmas wine charms,160638.0,160638.0,160638.0,1,2025-12,2025-12,,True
best friend rings,160713.0,160713.0,160713.0,1,2025-12,2025-12,,True
kids jewelry box for girls,160856.0,160856.0,160856.0,1,2025-12,2025-12,,True
nogu bracelet,161007.0,161007.0,161007.0,1,2025-12,2025-12,,True
jewelry bracelets,161007.0,166894.0,163950.5,2,2025-11,2025-12,,True
knot bracelet,161149.0,161149.0,161149.0,1,2025-12,2025-12,,True
kids necklace,161389.0,161389.0,161389.0,1,2025-12,2025-12,,True
jewelry kit for girls 8-12,161470.0,161470.0,161470.0,1,2025-12,2025-12,,True
silicone invisible ring size adjusters,161692.0,161692.0,161692.0,1,2025-12,2025-12,,True
girls jewelry boxes ages 8-12,161779.0,161779.0,161779.0,1,2025-12,2025-12,,True
bag charms silver,161925.0,161925.0,161925.0,1,2025-12,2025-12,,True
girls jewelry ages 6-8,162242.0,162242.0,162242.0,1,2025-12,2025-12,,True
velvet jewelry pouches,162755.0,162755.0,162755.0,1,2025-12,2025-12,,True
10k gold earrings,163110.0,163110.0,163110.0,1,2025-12,2025-12,,True
jewelry cleaner pen,163366.0,163366.0,163366.0,1,2025-12,2025-12,,True
sticker earrings for girls,163590.0,163590.0,163590.0,1,2025-12,2025-12,,True
ora rings for men,163669.0,169176.0,166422.5,2,2025-11,2025-12,,True
to my daughter bracelet,163936.0,163936.0,163936.0,1,2025-12,2025-12,,True
bracelet for mom,164094.0,164094.0,164094.0,1,2025-12,2025-12,,True
candy cane necklace,164259.0,164259.0,164259.0,1,2025-12,2025-12,,True
jewelry box men,164417.0,164417.0,164417.0,1,2025-12,2025-12,,True
wife necklace from husband,164637.0,164637.0,164637.0,1,2025-12,2025-12,,True
james avery ring,164712.0,164712.0,164712.0,1,2025-12,2025-12,,True
initial bag charm,165391.0,165391.0,165391.0,1,2025-12,2025-12,,True
sterling silver rings for men,165391.0,165391.0,165391.0,1,2025-12,2025-12,,True
lab grown diamond necklace,165815.0,165815.0,165815.0,1,2025-12,2025-12,,True
portable basketball hoops adjustable height,165881.0,165881.0,165881.0,1,2025-12,2025-12,,True
chain for boys,165957.0,165957.0,165957.0,1,2025-12,2025-12,,True
bible verse bracelet,165957.0,165957.0,165957.0,1,2025-12,2025-12,,True
ring conn sizing kit,166443.0,185477.0,175960.0,2,2025-11,2025-12,,True
womens silver necklace,167303.0,167303.0,167303.0,1,2025-12,2025-12,,True
bff necklace,167873.0,178832.0,167929.0,3,2025-10,2025-12,,True
jingle bell bracelets,168047.0,168047.0,168047.0,1,2025-12,2025-12,,True
junk case charms kit,168047.0,168047.0,168047.0,1,2025-12,2025-12,,True
magnetic earrings for girls,168047.0,168047.0,168047.0,1,2025-12,2025-12,,True
earrings for kids,168153.0,189984.0,179068.5,2,2025-11,2025-12,,True
luma bracelet with bible verse,168470.0,168470.0,168470.0,1,2025-12,2025-12,,True
mom and daughter necklace,168541.0,168541.0,168541.0,1,2025-12,2025-12,,True
mens fidget ring,168788.0,168788.0,168788.0,1,2025-12,2025-12,,True
unicorn necklace,169200.0,169200.0,169200.0,1,2025-12,2025-12,,True
memorial necklace,169437.0,169437.0,169437.0,1,2025-12,2025-12,,True
womens stud earrings,169512.0,169512.0,169512.0,1,2025-12,2025-12,,True
to my wife necklace,169597.0,169597.0,169597.0,1,2025-12,2025-12,,True
chanel necklace,169597.0,169597.0,169597.0,1,2025-12,2025-12,,True
necklaces for mom,169677.0,169677.0,169677.0,1,2025-12,2025-12,,True
pandora christmas charms,169677.0,169677.0,169677.0,1,2025-12,2025-12,,True
mens sterling silver bracelet,169823.0,169823.0,169823.0,1,2025-12,2025-12,,True
solid gold necklace,169913.0,169913.0,169913.0,1,2025-12,2025-12,,True
cell phone charms,170006.0,170006.0,170006.0,1,2025-12,2025-12,,True
bracelets for girls 8-12,170006.0,170006.0,170006.0,1,2025-12,2025-12,,True
necklace jewelry box,170173.0,170173.0,170173.0,1,2025-12,2025-12,,True
christmas rings for women,170349.0,170349.0,170349.0,1,2025-12,2025-12,,True
birthstone colors by month chart,170349.0,170349.0,170349.0,1,2025-12,2025-12,,True
rainbow loom bracelet kit,170674.0,188319.0,179496.5,2,2025-11,2025-12,,True
