term,best_rank,worst_rank,median_rank,months_present,first_month,last_month,trend_ratio,is_category
st patricks day necklace,94886.0,154220.0,124553.0,2,2025-02,2025-03,,True
beaded anklets for women,95223.0,135076.0,131659.0,3,2025-05,2025-07,,True
pavoi pinky ring,95306.0,95306.0,95306.0,1,2025-06,2025-06,,True
weighted bracelet for men,95642.0,167631.0,131636.5,2,2025-05,2025-06,,True
floral earrings,95712.0,191636.0,147576.0,6,2025-03,2025-08,1.614009311217716,True
silver bow earrings,96043.0,162485.0,140618.0,4,2025-01,2025-12,,True
birth stone necklace women,96140.0,172809.0,170760.0,3,2025-05,2025-12,,True
beach earrings for women,96144.0,194062.0,128990.0,5,2025-03,2025-07,,True
yellow earrings,96498.0,154458.0,119305.0,7,2025-03,2025-09,1.2894858398086655,True
basketball necklace,96691.0,174489.0,137580.5,4,2025-01,2025-12,,True
pink jewelry sets for women,96943.0,177302.0,150697.5,4,2025-03,2025-06,,True
summer jewelry for women 2025,96972.0,197398.0,131833.0,3,2025-05,2025-07,,True
easter bracelets for kids,97052.0,97052.0,97052.0,1,2025-04,2025-04,,True
personalized jewelry box,97249.0,199470.0,105827.0,3,2025-05,2025-12,,True
mardi gras jewelry for women,97397.0,97397.0,97397.0,1,2025-02,2025-02,,True
strap on boxers for studs,97436.0,166388.0,113438.0,5,2025-01,2025-05,,True
health rings for men,97477.0,183720.0,158299.0,9,2025-01,2025-12,1.0038662913343892,True
shell necklaces for women,97810.0,189588.0,129108.0,5,2025-03,2025-07,,True
st patricks day bracelets,98111.0,98111.0,98111.0,1,2025-03,2025-03,,True
40lb bag of lucky charms marshmallows,98358.0,98358.0,98358.0,1,2025-03,2025-03,,True
standing jewelry box,98612.0,197788.0,165818.0,6,2025-01,2025-12,0.5592735003611137,True
eagles chain,98622.0,137441.0,118031.5,2,2025-01,2025-02,,True
pink jewelry box,98962.0,182347.0,138410.0,3,2025-01,2025-12,,True
anti alcohol bracelet,99066.0,183039.0,126431.0,5,2025-05,2025-12,,True
girls cross necklace,99236.0,137124.0,118598.0,3,2025-04,2025-12,,True
birth flower necklace,99482.0,150125.0,117857.0,4,2025-04,2025-12,,True
men's silicone rings,99866.0,135370.0,105579.0,3,2025-01,2025-03,,True
heart necklace for girls,99988.0,99988.0,99988.0,1,2025-02,2025-02,,True
mothers day necklace with kids names,100068.0,194010.0,147039.0,2,2025-04,2025-05,,True
january birthstone necklace,100104.0,162313.0,131208.5,2,2025-01,2025-12,,True
bog bag charms,100461.0,135216.0,105215.0,3,2025-05,2025-07,,True
his and hers wedding ring sets,100480.0,179655.0,157222.0,6,2025-01,2025-06,1.5426715975274234,True
easter bracelets,100683.0,130069.0,115376.0,2,2025-03,2025-04,,True
fathers day bracelet for dad,100692.0,100692.0,100692.0,1,2025-06,2025-06,,True
bracelets for couples,100867.0,198341.0,159128.5,4,2025-01,2025-12,,True
best selling boho jewelry,101242.0,146041.0,123641.5,2,2025-06,2025-07,,True
hecate necklace,101456.0,129152.0,115304.0,2,2025-02,2025-03,,True
gold stack bracelets for women,101468.0,180350.0,117285.0,7,2025-03,2025-09,0.7491863509956628,True
granddaughter bracelet,101708.0,178328.0,156069.5,4,2025-03,2025-12,,True
autism awareness bracelet,101917.0,104173.0,103045.0,2,2025-03,2025-04,,True
pandora graduation charm 2025,102061.0,102061.0,102061.0,1,2025-05,2025-05,,True
pink heart earrings,102162.0,143526.0,122844.0,2,2025-01,2025-02,,True
silver ankle bracelets for women,102601.0,169155.0,129667.0,4,2025-04,2025-07,,True
graduation jewelry,102680.0,173596.0,138138.0,2,2025-04,2025-05,,True
floating key chain for boating,102744.0,188248.0,125015.5,4,2025-05,2025-08,,True
dad bracelet for men,102744.0,102744.0,102744.0,1,2025-06,2025-06,,True
hanging basket chain,102920.0,192577.0,190488.0,3,2025-04,2025-06,,True
givenchy flex bracelet,103057.0,103057.0,103057.0,1,2025-06,2025-06,,True
gold prom jewelry sets,103112.0,143400.0,123256.0,2,2025-04,2025-05,,True
heart jewelry,103168.0,160321.0,131744.5,2,2025-01,2025-02,,True
easter jewelry for women,103228.0,168516.0,135872.0,2,2025-03,2025-04,,True
4th of july necklace,103507.0,103507.0,103507.0,1,2025-06,2025-06,,True
summer earrings for women,103683.0,191556.0,104136.0,3,2025-05,2025-07,,True
mama bracelet,103759.0,189778.0,146768.5,2,2025-04,2025-05,,True
valentines jewelry for women,103776.0,117574.0,110675.0,2,2025-01,2025-02,,True
silver heart earrings,103776.0,161103.0,132439.5,2,2025-01,2025-02,,True
bracelet hair ties,103821.0,123655.0,109489.0,3,2025-04,2025-12,,True
outa ring 4,104454.0,196630.0,129666.0,4,2025-03,2025-12,,True
silver prom earrings,104728.0,178328.0,141528.0,2,2025-03,2025-04,,True
arm bracelet,104874.0,189564.0,178321.0,8,2025-02,2025-09,1.7114036793230194,True
pearl drop earrings for women,104990.0,184847.0,156190.0,8,2025-01,2025-08,1.1756471888737499,True
pool rings for kids diving,105119.0,136646.0,120882.5,2,2025-06,2025-07,,True
anklets for women sterling silver,105308.0,181739.0,118521.0,5,2025-02,2025-06,,True
women's anklets,105444.0,184058.0,159488.0,6,2025-03,2025-08,1.3511447529664944,True
fan necklace portable,105626.0,157265.0,131445.5,2,2025-06,2025-07,,True
bracelets kit,105710.0,155243.0,122931.0,8,2025-01,2025-08,0.9801411429173318,True
stanley cup charms,105856.0,188205.0,155998.0,5,2025-01,2025-12,,True
compass necklace for women,106343.0,163989.0,159635.0,6,2025-02,2025-12,1.0060192515519364,True
pavoi interlocked stackable ring,106410.0,106410.0,106410.0,1,2025-04,2025-04,,True
charm bracelet chain,106987.0,196724.0,163302.5,4,2025-01,2025-04,,True
silicone cock rings,107030.0,131190.0,119110.0,2,2025-05,2025-06,,True
garnet bracelet,107096.0,166274.0,136685.0,2,2025-01,2025-12,,True
boho bracelets,107162.0,162927.0,131514.5,6,2025-04,2025-09,0.9371989571211831,True
ring stake mount,107288.0,107288.0,107288.0,1,2025-03,2025-03,,True
class rings for women high school,107381.0,178742.0,122264.0,5,2025-01,2025-05,,True
st patricks earrings,107381.0,107381.0,107381.0,1,2025-03,2025-03,,True
stitch necklace,107418.0,192314.0,155593.0,8,2025-01,2025-12,0.8884146126657194,True
matching couple bracelets,107570.0,189505.0,148227.5,4,2025-01,2025-12,,True
silver charm necklace,107660.0,178812.0,126594.5,8,2025-02,2025-09,1.0311469240475506,True
bond bracelet,107695.0,107695.0,107695.0,1,2025-01,2025-01,,True
pencil charms for kids bulk,107817.0,176607.0,136091.0,4,2025-04,2025-07,,True
gold charms for jewelry making,107823.0,188131.0,139221.0,9,2025-01,2025-09,1.0904604908742215,True
ring of fire,108240.0,195552.0,167527.0,9,2025-01,2025-09,1.0501067407515718,True
charm beads,108509.0,196962.0,156567.5,4,2025-05,2025-08,,True
cowgirl jewelry,108723.0,139213.0,136467.0,3,2025-05,2025-07,,True
cremation necklace for ashes,108776.0,187310.0,141271.0,7,2025-01,2025-07,1.363845857354907,True
belt buckle necklace with initial,108776.0,183415.0,147154.0,7,2025-01,2025-12,1.2033787732579475,True
furlife flea and tick pendant for dogs,108953.0,135353.0,126978.5,4,2025-03,2025-06,,True
jewelry stand organizer,108953.0,170631.0,146927.0,3,2025-01,2025-12,,True
silver prom jewelry set,108963.0,108963.0,108963.0,1,2025-03,2025-03,,True
eagles earrings,109106.0,132935.0,121020.5,2,2025-01,2025-02,,True
bug bracelets,109134.0,126879.0,118006.5,2,2025-06,2025-07,,True
bible bracelet,109136.0,179387.0,144261.5,2,2025-01,2025-02,,True
philadelphia eagles necklace,109160.0,129329.0,119244.5,2,2025-01,2025-02,,True
mardi gras bracelets,109203.0,109203.0,109203.0,1,2025-02,2025-02,,True
kate spade bracelet,109307.0,180202.0,147338.0,3,2025-05,2025-12,,True
evil eye anklet,109857.0,169238.0,136943.0,4,2025-05,2025-08,,True
hug necklace for women,109862.0,109862.0,109862.0,1,2025-02,2025-02,,True
necklace layering clasps,109916.0,168580.0,127457.0,7,2025-01,2025-07,1.1578116215232992,True
prom jewelry silver,110073.0,110073.0,110073.0,1,2025-04,2025-04,,True
american flag earrings,110411.0,110411.0,110411.0,1,2025-06,2025-06,,True
puff cuff for curly hair,110462.0,197261.0,153861.5,2,2025-06,2025-07,,True
paracord bracelets kit,110489.0,150418.0,133713.0,4,2025-01,2025-08,,True
gold belly ring,110502.0,165553.0,143027.0,9,2025-01,2025-09,0.9763001795234098,True
bp cuff automatic upper arm,110595.0,170604.0,141402.0,9,2025-01,2025-09,1.2955725294612437,True
gold statement earrings for women,110734.0,177122.0,143928.0,2,2025-01,2025-02,,True
mothers day bracelet for mom,111055.0,111055.0,111055.0,1,2025-05,2025-05,,True
gemstone rings,111145.0,161907.0,141159.5,8,2025-01,2025-08,1.1331790381204616,True
picture necklace personalized photo,111398.0,173784.0,136252.0,6,2025-01,2025-12,0.8402113451446385,True
bride earrings,111598.0,163354.0,122914.0,9,2025-01,2025-09,0.94142449495308,True
feng shui bracelet,112003.0,199509.0,169999.0,7,2025-01,2025-08,1.7435591560580432,True
pearl stud earrings for women,112262.0,193554.0,131692.5,6,2025-01,2025-06,1.0051845422985566,True
wrist corsage bracelets,112315.0,195196.0,184778.0,4,2025-03,2025-09,,True
kids cross necklace,112491.0,197067.0,138991.0,3,2025-04,2025-12,,True
jewelry travel case for women,112615.0,154422.0,144514.0,3,2025-01,2025-03,,True
2025 tassel charm,112622.0,112622.0,112622.0,1,2025-05,2025-05,,True
candy bracelets individually wrapped,112674.0,149974.0,131324.0,2,2025-01,2025-02,,True
urn necklaces for ashes for women,112832.0,190820.0,128154.0,9,2025-01,2025-09,1.293820289473251,True
baseball croc charms,112988.0,171508.0,142248.0,2,2025-03,2025-04,,True
usa earrings,113068.0,113068.0,113068.0,1,2025-06,2025-06,,True
cock ring vibrating,113124.0,179296.0,125222.0,5,2025-01,2025-05,,True
tree ring,113392.0,161059.0,127264.0,3,2025-04,2025-06,,True
amethyst bracelet for women,113438.0,180506.0,146972.0,2,2025-01,2025-02,,True
white gold rings for women,113505.0,166274.0,154604.5,6,2025-01,2025-12,1.1908949667282267,True
mothers day ring,113664.0,181669.0,147666.5,2,2025-04,2025-05,,True
garnet rings for women,113670.0,189629.0,151649.5,2,2025-01,2025-12,,True
fake belly ring,113680.0,187338.0,139737.5,6,2025-03,2025-08,1.3058779972559182,True
shang chi and the legend of the ten rings,113764.0,182915.0,155560.0,5,2025-01,2025-05,,True
jewelry organizer wall,113991.0,197261.0,155136.0,7,2025-01,2025-12,1.2866209173933234,True
murano glass earrings,114035.0,192177.0,173583.0,3,2025-01,2025-03,,True
xo necklace,114162.0,144028.0,136246.0,3,2025-05,2025-08,,True
standing jewelry armoire,114520.0,183615.0,144843.0,6,2025-01,2025-12,0.8211914701000855,True
valentine bracelets,114532.0,141911.0,128221.5,2,2025-01,2025-02,,True
colorful necklace for women,114678.0,180699.0,153122.0,5,2025-04,2025-08,,True
lifting straps with d rings,114700.0,188192.0,175371.0,4,2025-02,2025-12,,True
star wars earrings,114713.0,151801.0,133257.0,2,2025-04,2025-05,,True
waterproof necklace,114784.0,185905.0,176728.0,5,2025-03,2025-08,,True
conch earrings for women,115019.0,115019.0,115019.0,1,2025-01,2025-01,,True
crochet rings for tension,115235.0,162134.0,125162.0,3,2025-01,2025-03,,True
acrylic jewelry organizer,115387.0,199852.0,186258.0,9,2025-01,2025-09,0.9977486581778167,True
basketball hoops,115431.0,198566.0,173063.0,7,2025-02,2025-12,1.2046058344024986,True
insect repellent bracelet,115434.0,198632.0,120400.0,3,2025-05,2025-07,,True
bow necklaces for women,115590.0,192755.0,133282.0,3,2025-01,2025-03,,True
upper arm cuff jewelry,115597.0,156050.0,119529.0,5,2025-04,2025-08,,True
earring cards for selling,115707.0,180351.0,141643.0,7,2025-01,2025-07,1.153487980916264,True
cherry earrings for women,115849.0,192564.0,172406.0,8,2025-01,2025-08,0.8174832053474621,True
baseball rings,115907.0,154360.0,135133.5,2,2025-05,2025-06,,True
ring of power,116059.0,194246.0,159815.5,8,2025-01,2025-09,1.4277678906721962,True
stitch bracelet,116135.0,194494.0,142042.0,4,2025-02,2025-12,,True
anchor chain,116201.0,177159.0,147820.0,4,2025-05,2025-08,,True
wacky rig o ring,116530.0,149005.0,133006.0,5,2025-04,2025-08,,True
bff necklace for 3,116831.0,148718.0,133801.0,5,2025-01,2025-05,,True
anklets for women waterproof gold,116903.0,154032.0,133820.0,3,2025-04,2025-06,,True
citronella bracelets,117211.0,128915.0,123063.0,2,2025-06,2025-07,,True
lucky charm marshmallows only,117286.0,117286.0,117286.0,1,2025-03,2025-03,,True
gold anklets for women non tarnish,117333.0,180858.0,132096.0,5,2025-04,2025-08,,True
june birthstone necklace,117542.0,187488.0,183326.0,3,2025-05,2025-12,,True
initial bracelet for men,117563.0,173256.0,165815.0,3,2025-01,2025-12,,True
derby earrings,117747.0,117747.0,117747.0,1,2025-04,2025-04,,True
picture bracelet,117762.0,176314.0,150907.0,3,2025-01,2025-12,,True
anklets for women large ankle,118035.0,155414.0,151671.0,3,2025-06,2025-08,,True
love bracelets for couples,118172.0,118172.0,118172.0,1,2025-02,2025-02,,True
softball earrings,118256.0,189203.0,149769.0,4,2025-03,2025-06,,True
ring sizer adjuster for loose rings women,118700.0,118700.0,118700.0,1,2025-03,2025-03,,True
mens rings silver,118756.0,190094.0,148398.0,8,2025-01,2025-12,1.270515608458039,True
r necklace,119204.0,191094.0,160840.0,4,2025-02,2025-12,,True
amethyst jewelry for women,119260.0,119260.0,119260.0,1,2025-02,2025-02,,True
croc charms for kids,119305.0,173249.0,140173.5,4,2025-04,2025-07,,True
travel wedding rings for women,119332.0,172166.0,138191.0,5,2025-03,2025-07,,True
evil eye bracelet for women,119349.0,164665.0,142007.0,2,2025-01,2025-02,,True
